restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dish_liked,cuisines,approx_cost_for_two,listed_in_type,listed_in_city,pricing_segment,rating_category
Sree Spicy Hub,Yes,No,3.9,234,080 49652135,Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Dum Biryani, Hyderabadi Style Biryani, Chicken Kebab","Andhra, Biryani, South Indian",600,Delivery,Old Airport Road,Mid,Good
Pathaan Sir,Yes,No,3.3,55,080 41440844,Indiranagar,Quick Bites,Rolls,"Fast Food, Momos, Rolls",250,Delivery,Old Airport Road,Budget,Average
Zawaa Foods,Yes,No,3.4,42,+91 7042297799,Old Airport Road,Quick Bites,"Biryani, Thali","Continental, South Indian, North Indian, Arabian",400,Delivery,Old Airport Road,Mid,Average
Bharpur Aahar,Yes,No,3.9,419,+91 6360538469,Jeevan Bhima Nagar,Quick Bites,Biryani,"North Indian, Chinese",200,Delivery,Old Airport Road,Budget,Good
Sri Udupi Park,Yes,No,4.2,781,"+91 9945977774
080 25257774",Indiranagar,Quick Bites,"Idli Vada, Tea, Masala Dosa, Filter Coffee, Pav Bhaji, Kesari Bath, Chaat","South Indian, North Indian, Chinese, Beverages",300,Delivery,Old Airport Road,Budget,Excellent
Chakum Chukum Calcutta On A Roll,Yes,No,2.8,94,"+91 8041243691
+91 8042115536",Indiranagar,Quick Bites,"Rolls, Chicken Tikka Roll, Egg Roll, Veggie Roll","Fast Food, Rolls",400,Delivery,Old Airport Road,Mid,Average
Kabab Souq,Yes,No,3.8,315,+91 9008050021,Thippasandra,Quick Bites,"Chicken Grill, Shawarma, Naan","North Indian, Chinese, Arabian, BBQ, Middle Eastern",400,Delivery,Old Airport Road,Mid,Good
Chowpatty,Yes,No,3.9,929,"+91 9916820043
080 48908122",Indiranagar,Quick Bites,"Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali","North Indian, Fast Food, Street Food",300,Delivery,Old Airport Road,Budget,Good
Firangi Bake,Yes,No,3.9,58,+91 7710090007,Indiranagar,Delivery,Lasagne,"Mexican, Italian",600,Delivery,Old Airport Road,Mid,Good
Midnight Mania,Yes,No,4.0,731,080 43005560,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Margherita Pizza","Pizza, Italian, Beverages",700,Delivery,Old Airport Road,Mid,Good
Lion King,Yes,No,3.8,76,"+91 9686770550
+91 9632135390",Kaggadasapura,Quick Bites,"Chicken Noodle, Momos","Chinese, Momos",250,Delivery,Old Airport Road,Budget,Good
Punjabi Tandoor,Yes,No,3.6,251,"+91 8884449928
+91 9466423466",Kaggadasapura,Casual Dining,"Lassi, Tandoori Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Paneer Manchurian, Egg Curry","North Indian, Chinese",700,Delivery,Old Airport Road,Mid,Good
Roti Shotti,Yes,No,3.8,62,080 49653273,Jeevan Bhima Nagar,Quick Bites,Dal Fry,North Indian,400,Delivery,Old Airport Road,Mid,Good
Chakh Le Foods,Yes,Yes,3.4,258,080 49653057,Jeevan Bhima Nagar,Casual Dining,"Fish, Aloo Posto","North Indian, Mughlai, Bengali, Chinese",500,Delivery,Old Airport Road,Mid,Average
Khan Saheb Grills and Rolls,Yes,No,4.0,1074,+91 8880121121,Indiranagar,Quick Bites,"Rolls, Beda Roti, Kathi Roll, Veggie Roll, Chicken Seekh Roll, Chicken Kalimirch, Mutton Kebab Roll","Fast Food, Rolls",400,Delivery,Old Airport Road,Mid,Good
Behrouz Biryani,Yes,No,4.0,88,"+91 7022984978
+91 7022984977",Old Airport Road,Delivery,"Biryani, Gulab Jamun, Raita",Biryani,650,Delivery,Old Airport Road,Mid,Good
Sagar Deluxe,Yes,No,3.4,161,"+91 7619246476
+91 9964837573",Jeevan Bhima Nagar,Quick Bites,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese",350,Delivery,Old Airport Road,Mid,Average
The Paramount Hotel,Yes,No,2.9,325,"+91 9743520000
+91 9743530000",Domlur,Casual Dining,"Egg Paratha, Tangdi Kabab, Butter Chicken, Ghee Rice, Faluda, Shawarma, Chicken Kebab","North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000,Delivery,Old Airport Road,Premium,Average
Delite Chaat House,Yes,No,4.0,454,"080 42094289
+91 7406002229",Indiranagar,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav","Street Food, Gujarati",300,Delivery,Old Airport Road,Budget,Good
FoodIshq,Yes,No,4.0,175,+91 8528490273,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450,Delivery,Old Airport Road,Mid,Good
Corner House Ice Cream,Yes,No,4.7,2172,+91 9880846251,Indiranagar,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Brownie Fudge Sundae, Almond Fudge, Banana Split, Ice Cream Sundae, Apple Pie","Ice Cream, Desserts",400,Delivery,Old Airport Road,Mid,Excellent
Mojo Pizza - 2X Toppings,Yes,No,4.2,227,022 33252828,Old Airport Road,"Takeaway, Delivery","Chocolava Cake, Veggie Pizza, Exotic Garlic Bread, Pepperoni, Bbq Chicken Pizza, Brownie Chocolate",Pizza,600,Delivery,Old Airport Road,Mid,Excellent
Zaitoon,Yes,Yes,4.3,2032,"080 41676777
080 41482777",Old Airport Road,Casual Dining,"Vegetable Biryani, Barbeque Chicken, Pepper Bbq Chicken, Shawarma, Paneer Tikka, Tomato Soup, Dragon Chicken","BBQ, Arabian, Chinese, North Indian, Desserts",1000,Delivery,Old Airport Road,Premium,Excellent
Leon Grill,Yes,No,4.2,1344,"+91 7676100700
080 42043332",Jeevan Bhima Nagar,Quick Bites,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger","Burger, Fast Food",500,Delivery,Old Airport Road,Mid,Excellent
Warm Oven,Yes,No,4.3,895,"+91 8880233233
+91 8197170008",Domlur,Delivery,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake","Bakery, Desserts",500,Delivery,Old Airport Road,Mid,Excellent
Kunda Biryani,Yes,No,3.8,198,080 49653015,CV Raman Nagar,Casual Dining,"Mutton Biryani, Chicken Boneless Biryani, Dum Biryani","Hyderabadi, Biryani, North Indian",800,Delivery,Old Airport Road,Premium,Good
Rajdhani Thali Restaurant,Yes,Yes,4.0,1137,"080 25212517
080 25212518",Indiranagar,Casual Dining,"Lassi, Dahi Vada, Aamras, Daal Baati Churma, Veg Thali, Malpua, Kadhi",North Indian,1000,Delivery,Old Airport Road,Premium,Good
Motis Kitchen,Yes,No,4.1,563,+91 9986106775,Thippasandra,Quick Bites,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry","South Indian, Kerala, Biryani",350,Delivery,Old Airport Road,Mid,Excellent
Meghana Foods,Yes,Yes,4.2,1774,"080 41135050
080 41757070",Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Hyderabadi Biryani, Prawn Biryani, Raita",North Indian,800,Delivery,Old Airport Road,Premium,Excellent
Paradise,Yes,No,4.0,3268,"+91 9513477571
+91 9886225506",Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800,Delivery,Old Airport Road,Premium,Good
Maravanthe,Yes,Yes,4.4,711,080 49653410,Indiranagar,Casual Dining,"Neer Dosa, Sea Food, Fish, Murgh Ghee Roast, Anjal Masala Fry, Prawn Ghee Roast, Mutton Biryani","Seafood, Mangalorean",1000,Delivery,Old Airport Road,Premium,Excellent
VSV Chettinad,Yes,No,3.3,73,"080 42161581
+91 7353996688",Kaggadasapura,Casual Dining,Rolls,"Chettinad, South Indian, Chinese, Seafood, Rolls, North Indian",600,Delivery,Old Airport Road,Mid,Average
New Punjabi Hotel,Yes,No,3.2,393,080 49653089,Old Airport Road,Quick Bites,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali","North Indian, Chinese",400,Delivery,Old Airport Road,Mid,Average
Hongkong Garden,Yes,No,3.9,310,080 49652110,Kaggadasapura,Casual Dining,"Spring Roll, Chop Suey, Manchow Soup, American Chopsuey","Chinese, Thai, Seafood, Momos",500,Delivery,Old Airport Road,Mid,Good
Dindigul Thalappakatti,Yes,No,4.2,326,"+91 8042297250
+91 8042297350",Indiranagar,Casual Dining,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani","Biryani, Chinese, North Indian, South Indian",800,Delivery,Old Airport Road,Premium,Excellent
KFC,Yes,No,3.9,332,080 33994444,Old Airport Road,Quick Bites,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl","Burger, Fast Food",400,Delivery,Old Airport Road,Mid,Good
Potful,Yes,No,4.1,1135,080 49653186,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650,Delivery,Old Airport Road,Mid,Excellent
Beijing Bites,Yes,No,3.2,292,"080 41268088
080 41268188",Jeevan Bhima Nagar,Casual Dining,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns","Chinese, Thai",850,Delivery,Old Airport Road,Premium,Average
Hyderabad Biryaani House,Yes,No,3.9,1626,"+91 9686927270
+91 7204826266",Old Airport Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani","Biryani, North Indian, Chinese",700,Delivery,Old Airport Road,Mid,Good
Kya Khaoge,Yes,No,3.8,69,+91 8095747021,Old Airport Road,Delivery,"Bhatti Chicken, Chole, Shahi Tukda","North Indian, Chinese",300,Delivery,Old Airport Road,Budget,Good
Andal Mess,Yes,No,3.2,136,+91 9148186353,Indiranagar,Mess,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani","South Indian, North Indian",300,Delivery,Old Airport Road,Budget,Average
Bathinda Dine,Yes,No,4.1,760,"+91 8048515558
+91 8296600145",Indiranagar,Casual Dining,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Amritsari Kulcha",North Indian,950,Delivery,Old Airport Road,Premium,Excellent
Django,Yes,Yes,4.0,220,"+91 7618789640
+91 7618789641",Indiranagar,Quick Bites,"Burgers, Coffee, Peri Peri Chicken Wings, Beef Burger, Veggie Pizza, Mango Salad, Chicken Burger","Beverages, Italian, Pizza, Burger",800,Delivery,Old Airport Road,Premium,Good
B.M.W - Bhookh Mitaane Wala,Yes,No,3.7,510,+91 9035955192,Koramangala 1st Block,Delivery,"Butter Chicken, Pasta, Rolls, Fruit Custard, Gulab Jamun, Maggi, Halwa","North Indian, South Indian, Chinese",500,Delivery,Old Airport Road,Mid,Good
Donne Biriyani Mane,Yes,No,3.8,149,080 49653503,Indiranagar,Quick Bites,"Donne Biryani, Pepper Chicken, Chicken Biryani Combo, Chicken Fry","Biryani, Mughlai",350,Delivery,Old Airport Road,Mid,Good
Taco Bell,Yes,No,4.1,393,"+91 8048517087
+91 8448797298",Indiranagar,Quick Bites,"Tacos, Fries, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Crispy Chicken, Salsa","Mexican, American, Fast Food",600,Delivery,Old Airport Road,Mid,Excellent
Bhookha Sher,Yes,No,3.2,34,+91 7483396948,Old Airport Road,Quick Bites,Coffee,"North Indian, Fast Food",350,Delivery,Old Airport Road,Mid,Average
Green Pepper,Yes,No,3.9,262,"080 40958587
+91 9538886657",Jeevan Bhima Nagar,Casual Dining,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha","Seafood, South Indian, Chinese, Kerala",600,Delivery,Old Airport Road,Mid,Good
Punjabi's Food Corner,Yes,No,3.6,89,+91 9845061436,CV Raman Nagar,Quick Bites,Roti,"North Indian, Chinese",250,Delivery,Old Airport Road,Budget,Good
Hungree Belly,Yes,Yes,3.9,633,"+91 8095666000
00 9880332504",Kaggadasapura,Casual Dining,"Chaat, Samosa, Gulab Jamun, Pudina Chicken, Butter Chicken, Chole Bhature, Pasta","Continental, North Indian, Chinese, Bengali",800,Delivery,Old Airport Road,Premium,Good
Aathurar,Yes,No,3.3,584,"080 41485868
080 41485878",Jeevan Bhima Nagar,Casual Dining,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad","Chettinad, Biryani, South Indian, Seafood",600,Delivery,Old Airport Road,Mid,Average
Moonlight Kitchens,Yes,No,3.9,128,+91 8722426252,Old Airport Road,Delivery,Chilli Chicken,"North Indian, Chinese",400,Delivery,Old Airport Road,Mid,Good
Delhi Highway,Yes,Yes,4.4,3429,"080 42111151
+91 8884042151",Indiranagar,Casual Dining,"Kheer, Dum Aloo Kashmiri, Lunch Thali, Dahipuri, Tandoori Mushrooms, Chaat, Lassi","North Indian, Mughlai",1500,Delivery,Old Airport Road,Premium,Excellent
Pot Biryani,Yes,No,3.9,466,"+91 9900025811
+91 9900025812",Domlur,Casual Dining,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton","North Indian, Chinese, Biryani, Seafood",600,Delivery,Old Airport Road,Mid,Good
Asha Sweets Center,Yes,No,4.1,61,+91 9113652552,Indiranagar,Takeaway,"Badam Milk, Kulfi, Rasmalai, Rasgulla, Masala Poori",Street Food,200,Delivery,Old Airport Road,Budget,Excellent
Plantain Leaf,Yes,No,3.9,531,080 49653395,Thippasandra,Casual Dining,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan","Andhra, Chinese, North Indian, Biryani",600,Delivery,Old Airport Road,Mid,Good
Onesta,Yes,Yes,4.3,4709,"080 43712857
+91 9071749304",Indiranagar,"Casual Dining, Cafe","Bbq Pizza, Choux Pastry, Bbq Chicken, Tiramisu, Barbeque Chicken, Chicken Calzone, Pasta","Pizza, Cafe, Italian",600,Delivery,Old Airport Road,Mid,Excellent
Sri Udupi Park,Yes,No,3.7,448,+91 9980383828,Old Airport Road,Casual Dining,"Masala Dosa, Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Vada","South Indian, North Indian, Chinese, Beverages",300,Delivery,Old Airport Road,Budget,Good
Cheesy Juicy Burgers,Yes,No,3.8,85,080 49652719,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger","Fast Food, Burger, Sandwich, Beverages",300,Delivery,Old Airport Road,Budget,Good
Night Food Joint,Yes,No,2.8,295,"+91 8880117700
+91 8880779922",Marathahalli,Delivery,"Paratha, Noodles","North Indian, Chinese",500,Delivery,Old Airport Road,Mid,Average
Namma Madurai,Yes,No,3.0,179,+91 8041755544,Kaggadasapura,Quick Bites,"Appam, Masala Dosa, Tea, Coffee",South Indian,200,Delivery,Old Airport Road,Budget,Average
The Chocolate Heaven,Yes,No,3.8,139,+91 9686977688,Old Airport Road,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle","Desserts, Cafe, Italian, Beverages",700,Delivery,Old Airport Road,Mid,Good
Vietnamese Kitchen,Yes,Yes,4.1,536,"080 41566008
080 41566009",Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Chocolate Shake, Spring Roll, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800,Delivery,Old Airport Road,Premium,Excellent
The Charcoal Factory,Yes,No,4.1,291,"+91 9148164362
+91 8884144911",Koramangala 6th Block,Quick Bites,"Burgers, Cheesy Pizza, Chips, Fries, Rice Bowl, White Sauce Pasta, Chicken Wings","Burger, Pizza, Momos",600,Delivery,Old Airport Road,Mid,Excellent
Brownie Heaven,Yes,No,4.3,132,"080 43722897
+91 8892768815",Indiranagar,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,300,Delivery,Old Airport Road,Budget,Excellent
Chai Point,Yes,No,4.3,179,"+91 8880141000
+91 9945166112",Indiranagar,"Beverage Shop, Quick Bites","Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav","Fast Food, Beverages",250,Delivery,Old Airport Road,Budget,Excellent
Rannaghar,Yes,No,3.9,144,+91 8951277661,Jeevan Bhima Nagar,Casual Dining,"Salt Lassi, Kosha Mangsho, Luchi, Sweet Corn Veg Soup","North Indian, Bengali, Chinese",600,Delivery,Old Airport Road,Mid,Good
Shalimar,Yes,No,4.0,160,080 49652615,Indiranagar,Casual Dining,"Sea Food, Murgh Ghee Roast, Masala Peanuts, Beer, Roti","North Indian, Chinese, Seafood",700,Delivery,Old Airport Road,Mid,Good
Pizza Hut,Yes,No,3.7,835,"080 39883988
080 25260999",Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750,Delivery,Old Airport Road,Premium,Good
Imperial Restaurant,Yes,No,3.9,241,"080 69994888
080 25254888",Indiranagar,Casual Dining,"Ghee Rice, Chicken Grill, Butter Chicken, Chicken Tikka Masala, Chicken Curry, Roti, Chicken Kebab","North Indian, Chinese, Mughlai, Seafood",800,Delivery,Old Airport Road,Premium,Good
PurpleBasil.in,Yes,No,4.4,460,+91 7899806600,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500,Delivery,Old Airport Road,Mid,Excellent
The Biryanis,Yes,No,3.8,427,"080 25202333
+91 9611121212",Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken","Andhra, Biryani, North Indian",500,Delivery,Old Airport Road,Mid,Good
Kokomo,Yes,No,4.0,196,"+91 9148164362
+91 8884144911",Koramangala 6th Block,Delivery,"Thai Chicken, Momos","Thai, Chinese",500,Delivery,Old Airport Road,Mid,Good
The Fatty Bao - Asian Gastro Bar,Yes,No,4.6,3818,080 49652429,Indiranagar,"Casual Dining, Bar","Ramen, Cocktails, Crab Sushi, Maki Roll, Creme Brulee, Thai Chicken Salad, Beef Salad","Japanese, Sushi, Asian",1200,Delivery,Old Airport Road,Premium,Excellent
Coast,Yes,No,3.2,68,+91 9164200018,Jeevan Bhima Nagar,Casual Dining,Neer Dosa,"Seafood, Mangalorean, North Indian, Biryani",750,Delivery,Old Airport Road,Premium,Average
Feel@Home,Yes,No,3.6,42,"+91 9933527303
+91 9330947137",Marathahalli,"Takeaway, Delivery",Thali,"North Indian, Chinese",300,Delivery,Old Airport Road,Budget,Good
PreRit's Food Factory,Yes,No,3.7,74,"+91 9620909029
+91 9611817196",Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha","North Indian, Chinese",300,Delivery,Old Airport Road,Budget,Good
Nite Out,Yes,No,4.0,1113,080 43709452,Koramangala 4th Block,Delivery,"Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani",500,Delivery,Old Airport Road,Mid,Good
Thai Chy,Yes,Yes,4.3,451,080 45128670,Indiranagar,Casual Dining,"Noodles, Watermelon Mint Mojito, Rendang Curry, Laksa, Momos, Dimsum Platter, Mocktails","Thai, Asian, Indonesian",1200,Delivery,Old Airport Road,Premium,Excellent
Bombay Sandwich Company,Yes,No,3.0,40,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400,Delivery,Old Airport Road,Mid,Average
Nando's,Yes,No,4.3,1235,080 48538989,Indiranagar,Casual Dining,"Peri Peri Chicken, Peri Peri Fries, Peri Peri Drizzle, Burgers, Chicken Breast Burger, Potato Wedges, Murgh Platter","Portuguese, Wraps, Burger, Salad",1200,Delivery,Old Airport Road,Premium,Excellent
Indiana Burgers,Yes,No,3.2,50,+91 8197170008,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300,Delivery,Old Airport Road,Budget,Average
Seafood Place,Yes,No,4.1,298,"080 25252494
+91 9847398448",Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800,Delivery,Old Airport Road,Premium,Excellent
The Pizza Bakery,Yes,Yes,4.8,1781,080 49652602,Indiranagar,Casual Dining,"Pizza, Garlic Bread, Beer, Tiramisu, Vanilla Ice Cream, Ravioli, Salads","Italian, Pizza, Beverages",1200,Delivery,Old Airport Road,Premium,Excellent
Smoke House Deli,Yes,Yes,4.6,5446,"080 25200898
080 25200899",Indiranagar,Casual Dining,"Cappuccino, Pasta, Cucumber Spritzer, Cocktails, Murgh Platter, Mocktails, Burgers","European, Italian, Desserts, Salad, Juices, Steak",1600,Delivery,Old Airport Road,Premium,Excellent
Bangalore Mandarin,Yes,No,4.2,985,"080 41161732
080 25251772",Indiranagar,Casual Dining,"Lime Soda, Crispy Chicken, Kung Pao Chicken, Veg Manchow Soup, Hakka Noodles, Clear Soup, Singapore Noodles","Chinese, Seafood",1100,Delivery,Old Airport Road,Premium,Excellent
Biryani Trip,Yes,No,4.0,64,"+91 9945586781
+91 7406768528",Indiranagar,Delivery,"Raita, Chicken Biryani",Biryani,400,Delivery,Old Airport Road,Mid,Good
Srinidhi Sagar,Yes,No,3.9,164,080 25219337,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",250,Delivery,Old Airport Road,Budget,Good
Eatsomnia,Yes,No,3.5,435,+91 9035955192,Koramangala 1st Block,Delivery,"Naan, Chicken Biryani, Butter Chicken, Pasta, Noodles, Rajma Chawal, Maggi","North Indian, South Indian, Chinese, Continental",500,Delivery,Old Airport Road,Mid,Average
Smally's Resto Cafe,Yes,No,4.1,424,"080 48149349
+91 7829066633",Indiranagar,Cafe,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate","Cafe, Italian, Burger, American, Steak",650,Delivery,Old Airport Road,Mid,Excellent
Healthie,Yes,No,3.9,194,"080 49595676
+91 9986507832",Indiranagar,Delivery,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich","Healthy Food, Beverages",600,Delivery,Old Airport Road,Mid,Good
Andhra Ruchulu,Yes,No,4.0,51,080 43741913,Old Airport Road,Quick Bites,Biryani,"Andhra, North Indian",400,Delivery,Old Airport Road,Mid,Good
Smoor,Yes,No,4.6,1732,"080 25211901
+91 8861460270",Indiranagar,"Dessert Parlor, Cafe","Hot Chocolate, Chocolate Pastry, Cheesecake, Coffee, Chocolate Sundae, Chips, Mumbai Sandwich","Desserts, Cafe, Beverages",900,Delivery,Old Airport Road,Premium,Excellent
Mota Bawarchi,Yes,No,3.8,57,+91 9380109284,Indiranagar,"Takeaway, Delivery","Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara","North Indian, Fast Food",500,Delivery,Old Airport Road,Mid,Good
Lassi Shop,Yes,No,4.0,215,"+91 7349535552
+91 9535066411",Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100,Delivery,Old Airport Road,Budget,Good
Suryawanshi,Yes,No,4.1,453,+91 9036528709,Indiranagar,Casual Dining,"Thali, Misal Pav, Pandhra Rassa, Roti, Chicken Kolhapuri, Tamda Rassa, Kadhi","Seafood, Maharashtrian",700,Delivery,Old Airport Road,Mid,Excellent
Delicacy,Yes,No,3.9,652,"080 25299333
080 42005566",Jeevan Bhima Nagar,Casual Dining,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda","Chinese, Thai, Momos",500,Delivery,Old Airport Road,Mid,Good
The Waffles Hut,Yes,No,4.0,42,+91 8042023987,Indiranagar,Dessert Parlor,"Belgian Waffles, Belgium Chocolate",Desserts,400,Delivery,Old Airport Road,Mid,Good
Krispy Kreme,Yes,No,4.1,261,080 41106081,Indiranagar,Dessert Parlor,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte","Desserts, Beverages",300,Delivery,Old Airport Road,Budget,Excellent
Subway,Yes,No,3.6,108,080 40951122,CV Raman Nagar,Quick Bites,Sandwich,"Healthy Food, Sandwich, Salad",500,Delivery,Old Airport Road,Mid,Good
Just Khao Suey,Yes,No,4.0,183,+91 9606097395,Indiranagar,Casual Dining,"Noodles, Burmese Khao Suey, Chocolate Mousse, Coconut Souffle, Veg Momos, Chicken Khao Suey, Noodle Soup",Burmese,600,Delivery,Old Airport Road,Mid,Good
Mainland China,Yes,Yes,4.4,1554,"080 25216677
080 39491234",Indiranagar,Casual Dining,"Basil Chicken, Chicken Dim Sum, Lunch Buffet, Chicken Tom Yum Soup, Sweet Corn Soup, Singapore Noodles, Chicken Wings",Chinese,1700,Delivery,Old Airport Road,Premium,Excellent
Faasos,Yes,No,4.1,112,+91 7700020020,Thippasandra,Quick Bites,"Chicken Wrap, Rolls, Chicken Overload, Falafel, Paratha, Paneer Wrap, Veggie Wrap","North Indian, Biryani, Fast Food",500,Delivery,Old Airport Road,Mid,Excellent
BFC Family Restaurant,Yes,No,3.2,426,"080 25346500
080 25346555",Kaggadasapura,Casual Dining,"Ghee Rice, Paratha, Shawarma, Butter Chicken, Tandoori Chicken, Chicken Grill, Chicken Tikka Biryani","North Indian, Biryani, Chinese, Rolls",600,Delivery,Old Airport Road,Mid,Average
Anand Sweets and Savouries,Yes,No,4.0,262,080 41256466,Old Airport Road,Sweet Shop,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole","Mithai, Fast Food",400,Delivery,Old Airport Road,Mid,Good
Annabell,Yes,No,4.0,269,"+91 7760800004
+91 9886142684",Indiranagar,"Quick Bites, Beverage Shop","Burgers, Sandwiches, Pizza, Beef Burger, French Fries, Chicken Bbq Burger, Lamb Burger","Fast Food, Burger, Beverages",800,Delivery,Old Airport Road,Premium,Good
Urban Tamaasha,Yes,Yes,4.1,880,080 49653528,Indiranagar,Casual Dining,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls","North Indian, Chinese, Continental",1200,Delivery,Old Airport Road,Premium,Excellent
Salt Mango Tree,Yes,Yes,4.2,255,"+91 9686365602
+91 9886037106",Indiranagar,Casual Dining,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Fish Curry, Beef Fry",Kerala,800,Delivery,Old Airport Road,Premium,Excellent
Burma Burma,Yes,No,4.7,1674,"080 43008120
080 43008130",Indiranagar,Casual Dining,"Samosa Soup, Khau Suey, Khao Suey, Salads, Crispy Corn, Avocado Ice Cream, Mocktails","Asian, Burmese",1500,Delivery,Old Airport Road,Premium,Excellent
